SAMPLE_NAME;ROCK1;SIO2_pct;TIO2_pct;AL2O3_pct;FEOT_pct;CAO_pct;MGO_pct;MNO_pct;K2O_pct;NA2O_pct;P2O5_pct
S02080;KOMATIITE;42.41;0.47;7.55;11.95;9.32;26.56;0.23;0.01;0.12;0.04
S02081;KOMATIITE;48.47;0.51;7.25;11.78;8.74;21.65;0.22;0.01;0.01;0.04
S02082;KOMATIITE;45.47;0.33;6.05;10.13;6.07;30.21;0.19;0.07;0.31;0.03
S02083;KOMATIITE;46.22;0.23;4.34;9.8;5.09;32.94;0.23;0.01;0.01;0.03
S02084;KOMATIITE;46.16;0.41;7.89;11.13;7.85;24.12;0.2;0.2;0.76;0.04
S02085;KOMATIITE;44.62;0.31;5.67;9.94;5.7;31.89;0.19;0.06;0.47;0.03
S02086;KOMATIITE;41.62;0.43;1.91;17.97;2.73;32.98;0.3;0.01;0.01;0.04
S02087;KOMATIITE;45.16;0.81;3.62;16.55;7.17;24.41;0.26;0.03;0.08;0.06
S02088;KOMATIITE;41.87;0.43;2.18;17.71;2.36;33.12;0.3;0.04;0;0.03
S02089;KOMATIITE;42.08;0.46;2.43;17.45;2.95;32.28;0.34;0.04;0;0.03
S02090;BASALT;48.39465906;1.446335746;15.48262155;12.82;13.43390072;4.01590052;0.229334421;0.387320355;2.221995719;0.142696973
S02091;BASALT;50.76628352;1.745311555;13.42004436;13.4;9.447469248;5.071587014;0.332728373;0.44363783;3.700342811;0.181488203
S02092;BASALT;52.93761967;1.674896705;14.55205079;12.44;8.062078001;3.476771138;0.226745944;0.4031039;4.696160435;0.16124156
S02093;BASALT;51.86971008;0.771889163;15.36535397;10.71;8.99157751;7.253274838;0.206940794;0.755333899;2.804047762;0.0828
S02094;BASALT;52.00745033;0.776076159;15.41804636;10.68;9.03352649;7.264072848;0.203849338;0.838162252;2.773178808;0.0828
S02095;BASALT;57.19515916;0.870537984;13.56656158;9.6;8.329095902;5.796806671;0.195260856;0.9254551;2.359402014;0.0915
S02096;BASALT;58.04873076;0.857375879;13.62014477;8.87;9.817514527;5.291059231;0.18656336;0.265062698;1.957386074;0.0918
S02097;BASALT;51.50254757;1.78226058;13.68410107;12.06;11.2613081;4.928771966;0.274513882;0.114380784;2.880316107;0.176770303
S02098;BASALT;48.60323887;1.715587045;15.09109312;13.62;9.412955466;5.678137652;0.379554656;1.123481781;2.611336032;0.253036437
S02099;BASALT;49.27388014;1.463489466;15.37124156;12.46;10.55430558;5.491920638;0.186132133;1.155655553;2.515851912;0.132951524
S02100;BASALT;52.05565436;0.646511141;13.73574642;9.08;8.986295638;8.933988911;0.218642117;2.908254001;2.364264044;0.0523
S02101;BASALT;51.54681418;0.673017824;14.22864167;11.01;6.791641057;10.35648433;0.263265724;0.471214915;3.370211022;0.0615
S02102;BASALT;51.44860295;1.754820085;13.70244355;13.54;8.763790081;5.258274049;0.285596453;0.237137849;3.31992989;0.175275802
S02103;BASALT;57.47701736;0.865168539;13.35035751;8.52;13.01327886;4.923391216;0.169560776;0.214504597;0.459652707;0.0919
S02104;BASALT;53.23352684;0.774009573;14.75710357;9.93;10.18433649;6.966086159;0.201649863;0.621244526;2.148894999;0.0815
S02105;BASALT;55.00869743;0.920904533;14.1103039;10.78;9.352297145;6.118899007;0.222040315;0.337664995;1.852041338;0.0921
S02106;BASALT;50.87719298;1.71679198;13.70091896;13.69;10.31746032;4.730576441;0.26106934;0.156641604;2.861319967;0.156641604
S02107;BASALT;49.90522325;1.027801179;15.45914069;11.93;10.69924179;6.929233361;0.181128896;0.189553496;2.285172704;0.084245998
S02108;BASALT;50.58811391;1.033842344;14.91952125;12.7;8.17168799;6.840693355;0.257944697;0.031;3.951712753;0.0929
S02109;BASALT;51.49949341;1.067882472;14.78216819;11.79;11.06382979;5.683890578;0.191489362;0.455927052;2.066869301;0.0811
S02110;BASALT;50.70008117;0.638189935;13.15949675;10.08;11.85064935;9.993912338;0.175527597;0.344967532;1.877029221;0.0609
S02111;BASALT;53.982119;0.621724386;11.94121879;9.77;12.228959;7.923132258;0.210666941;0.246634467;1.921693557;0.0617
S02112;BASALT;54.45162754;0.652149257;12.98627651;10.34;9.107406147;8.211409777;0.301689917;0.0454;2.710672564;0.0567
S02113;BASALT;51.19772635;0.689200162;13.72310191;10.4;12.21071864;8.47543646;0.333942347;0.355257816;1.390580593;0.0609
S02114;BASALT;51.74103952;0.462575309;15.1128357;8.22;13.63218626;7.913815991;0.206269785;0.0715;1.644031451;0.0715
S02115;BASALT;51.39835249;0.450523747;14.82762128;9.68;11.3291976;8.156208685;0.129156921;0.722058375;2.186514797;0.0508
S02116;BASALT;52.55927547;0.477256538;15.50829348;7.86;12.2316068;7.743970693;0.103795665;0.162816729;2.432074896;0.040704182
S02117;BASALT;49.90784354;0.483309441;15.24677452;10.04;11.63219332;9.707147246;0.183288962;0.0512;1.587139054;0.041
S02118;BASALT;53.46474294;0.48465759;14.86486486;7.98;11.10546637;8.392603129;0.166632798;0.162568584;2.438528754;0.0406
S02119;BASALT;51.79818066;0.440025386;14.36429025;8.65;12.39686905;8.927438121;0.181933573;0.0846;2.16839433;0.0423
S02120;BASALT;53.92788152;0.884309938;15.53981541;7.94;13.29684482;4.689847607;0.185662159;;2.61858768;0.0751
S02121;BASALT;56.166544;0.798023341;14.19409105;10.38;7.654295027;6.255914205;0.227105457;;3.122700032;0.0631
S02122;BASALT;58.20864505;0.908146301;15.88736492;7.51;9.039900249;4.738154613;0.158977556;;2.680798005;0.07273483
S02123;BASALT;52.16416237;1.082081184;14.30814084;13.5;9.744337295;4.698362862;0.207445616;0.627943485;2.06324288;0.100919489
S02124;BASALT;55.09844902;0.896491035;15.7298427;10.49;7.391926081;5.895941041;0.185898141;0.14299857;2.93697063;0.077
S02125;BASALT;52.23864724;1.032649155;14.53791343;11.88;8.848239923;6.955227055;0.213761565;;2.913963629;0.0957
S02126;BASALT;51.36678011;0.688330223;14.83148534;12.1;10.36337688;8.56295971;0.198704578;0.022;0.461082446;0.0549
S02127;BASALT;50.12486993;0.62226847;8.66805411;10.84;10.92611863;16.17065557;0.199791883;0.0832;1.113423517;0.0416
S02128;BASALT;52.98390702;0.926464014;14.27134555;11.53;9.611086276;6.783638802;0.208985248;0.078229772;2.257487707;0.0671
S02129;ANDESITE;62.73202748;0.568146857;15.52661266;5.97;5.517382833;4.973848836;0.0923;0.635832222;3.158650395;0.174341093
S02130;DACITE;64.87919258;0.456723417;15.40422061;5.65;4.791517994;3.506983383;0.0734;0.305841574;4.179834846;0.12233663
S02131;DACITE;69.54180636;0.345423143;15.73707203;2.82;0.65020827;2.245250432;0.0163;2.600833079;5.648684344;0.101595042
S02132;BASALT;49.83;1.13;12.16;10.45;7.42;5.67;0.19;0.16;2.06;0.14
S02133;BASALT;42.15;0.74;13.92;7.82;12.22;5.85;0.16;0.86;1.96;0.13
S02134;BASALT;46.6;0.73;14.6;7.75;10.49;3.08;0.29;0.12;5.11;0.13
S02135;BASALT;49.06;1.31;11.97;10.37;10.08;2.93;0.21;0.89;1.03;0.16
S02136;BASALT;42.07;0.81;16.21;11.8;8.74;9.99;0.21;0.04;2.41;0.06
S02137;BASALT;47.33;0.88;16.27;8.82;9.07;6.39;0.27;0.1;2.9;0.25
S02138;BASALT;46.61;0.93;13.65;10.59;10.8;7.17;0.26;0.03;0.6;0.09
S02139;BASALT;49.57;1.14;13.5;13.11;7.76;5.87;0.34;0.03;0.48;0.11
S02140;BASALT;45.3;0.8;13.83;10.27;9.78;7.44;0.26;0.59;1.3;0.07
S02141;BASALT;48.14;0.72;17.69;8.42;9.25;7.58;0.15;0.47;3.06;0.18
S02142;BASALT;48.86;0.87;16.88;9.31;10.17;7.29;0.16;0.12;2.57;0.24
S02143;BASALT;51.04;1.17;12.88;11.18;10.6;6.53;0.23;0.12;1.76;0.1
S02144;BASALT;47.96;1.1;14.97;9.38;8.56;4.16;0.24;2.52;1.72;0.11
S02145;ANDESITE;52.16;1.24;14.7;9.56;8.84;5.81;0.18;0.2;4.12;0.2
S02146;BASALT;51.59;1.6;12.68;13.74;7.81;5.28;0.19;1.32;2.91;0.18
S02147;BASALT;48.36;0.91;19.69;7.71;4.82;5.84;0.19;1.36;4.49;0.1
S02148;GABBRO;43.49;2.5;9.71;20.76;10.38;4.31;0.3;0.53;3.88;0.24
S02149;GABBRO;47.24;0.73;14.3;17.83;7.27;1.41;0.34;0.5;6.09;0.44
S02150;GABBRO;46.55;1.66;14.15;17.37;9.43;2.41;0.33;0.81;4.39;0.3
S02151;GABBRO;42.72;2.64;11.08;21.56;10.36;2.88;0.38;0.66;3.86;0.3
S02152;GABBRO;45.61;2.08;13.31;18.8;9.92;2.91;0.34;0.87;3.67;0.29
S02153;GABBRO;44.56;2.43;11.44;18.85;10.9;5.29;0.29;0.59;3.03;0.23
S02154;GABBRO;48.39;1.71;15.03;15.85;7.43;2.75;0.27;0.37;5.29;0.19
S02155;GABBRO;46.51;2.04;12.79;16.6;9.22;6.4;0.23;0.27;3.44;0.17
S02156;GABBRO;43.49;2.89;9.5;20.93;11.33;4.57;0.35;0.41;3.43;0.22
S02157;GABBRO;45.18;2.15;10.47;16.51;8.8;7.27;0.21;0.92;2.98;0.19
S02158;GABBRO;46.66;2.14;14.16;18.64;7.24;3.06;0.29;0.35;4.93;0.3
S02159;GABBRO;46.36;1.44;14.2;17.26;8.2;2.86;0.23;0.37;4.95;0.37
S02160;THOLEIITE;48.35;0.67;12.11;11.03;11.04;10.91;0.2;0.14;1.91;0.07
S02161;THOLEIITE;49.48;0.63;11.13;10.6;11.59;11.06;0.2;0.12;1.72;0.06
S02162;THOLEIITE;45.59;0.56;10.05;10.09;9.8;14.87;0.18;0.05;1.25;0.06
S02163;THOLEIITE;49.76;0.9;12.68;10.55;13.41;8.04;0.19;0.16;0.91;0.1
S02164;THOLEIITE;50.64;0.93;13.07;11.08;11.56;7.52;0.19;0.17;1.74;0.1
S02165;THOLEIITE;48.65;0.85;15.97;10.72;12;6.01;0.18;0.21;2.91;0.07
S02166;THOLEIITE;49.01;0.86;16;10.67;11.29;6.28;0.18;0.22;3.11;0.07
S02167;THOLEIITE;48.58;0.9;14.89;11.31;11.72;7.33;0.2;0.17;2.24;0.07
S02168;THOLEIITE;48.16;0.83;15.4;10.8;13.81;6.19;0.18;0.13;1.28;0.07
S02169;THOLEIITE;49.68;0.94;13.44;10.69;13.34;7.27;0.19;0.11;0.86;0.1
S02170;THOLEIITE;48.09;0.98;13.35;12.18;11.07;8.64;0.21;0.14;1.56;0.1
S02171;THOLEIITE;47.15;0.89;12.79;12.1;9.13;11.62;0.2;0.12;2.01;0.1
S02172;THOLEIITE;47.26;0.92;12.66;11.26;9.56;9.88;0.18;0.14;2.17;0.1
S02173;THOLEIITE;48.16;0.67;12.44;10.81;13.02;9.24;0.19;0.13;1.17;0.07
S02174;KOMATIITE;47.8;0.42;8.56;12.99;9.37;20.09;0.23;0.01;0.08;0.03
S02175;KOMATIITE;47.4;0.45;8.32;12.96;10.47;19.6;0.23;0.01;0.07;0.03
S02176;KOMATIITE;46.7;0.48;8.98;12.88;10.9;19.24;0.23;0.01;0.08;0.03
S02177;KOMATIITE;48.3;0.5;9.42;13.23;9.7;18;0.22;0.02;0.16;0.04
S02178;KOMATIITE;51;0.63;11.37;11.11;9.06;14.64;0.19;0.01;1.76;0.05
S02179;KOMATIITE;48.6;0.57;9.52;13.58;8.33;18.17;0.21;0.01;0.65;0.04
S02180;KOMATIITE;46.7;0.57;11.16;15.82;8.63;15.78;0.18;0.02;0.88;0.04
S02181;KOMATIITE;47.5;0.56;11.02;12.48;10.4;16.63;0.2;0.06;1.18;0
S02182;KOMATIITE;49;0.66;13.4;15;3.65;16.66;0.17;0.12;1.15;0.04
S02183;KOMATIITE;50.4;0.61;12.06;11.84;10.52;12.18;0.19;0.15;1.82;0.05
S02184;KOMATIITE;48.7;0.59;11.54;13.56;8.81;15.31;0.21;0.04;0.97;0.04
S02185;KOMATIITE;50.5;0.67;12.3;13.49;7.04;13.89;0.19;0.07;1.7;0.05
S02186;KOMATIITE;51.4;0.64;11.56;11.47;13.23;9.94;0.14;0.02;1.46;0.05
S02187;KOMATIITE;51.6;0.79;15.23;12.58;10.02;7.67;0.21;0.18;1.55;0.06
S02188;KOMATIITE;51.4;0.92;14.27;13.28;9.74;7.32;0.22;0.3;2.41;0.08
S02189;KOMATIITE;52.5;0.49;13.56;10.46;10.67;10.46;0.2;0.01;1.61;0
S02190;KOMATIITE;43.9;0.11;3.84;10.62;3.4;37.08;0.15;0.12;0.06;0
S02191;KOMATIITE;45.6;0.37;8.53;11.72;8.85;23.98;0.21;0.04;0.1;0
